time,cloudCover,dewPoint,humidity,temperature,pressure,windBearing,windSpeed,power
1523607900,0.45,47.25,0.49,67.21,1013.3,129.0,1.76,25914
1523608200,0.42,47.15,0.48,67.26,1013.3,136.0,1.19,26299
1523608500,0.39,47.05,0.48,67.3,1013.4,155.0,0.68,27139
1523608800,0.36,46.94,0.48,67.34,1013.4,214.0,0.45,27438
1523609100,0.33,46.84,0.48,67.39,1013.5,261.0,0.8,27719
1523609400,0.29,46.74,0.47,67.43,1013.5,275.0,1.34,28135
1523609700,0.26,46.63,0.47,67.47,1013.6,281.0,1.91,28595
1523610000,0.23,46.53,0.47,67.52,1013.7,284.0,2.49,29115
1523610300,0.24,46.55,0.47,67.78,1013.6,283.0,2.74,29433
1523610600,0.25,46.57,0.46,68.03,1013.5,281.0,3.0,29592
1523610900,0.25,46.59,0.46,68.29,1013.4,280.0,3.26,29427
1523611200,0.26,46.61,0.45,68.55,1013.3,279.0,3.52,29984
1523611500,0.27,46.62,0.45,68.8,1013.2,278.0,3.78,30421
1523611800,0.28,46.63,0.45,69.06,1013.1,278.0,4.04,30494
1523612100,0.28,46.64,0.44,69.32,1013.0,277.0,4.3,30740
1523612400,0.29,46.65,0.44,69.57,1012.9,276.0,4.57,30975
1523612700,0.3,46.66,0.44,69.83,1012.8,276.0,4.83,31395
1523613000,0.31,46.66,0.43,70.09,1012.7,275.0,5.09,31162
1523613300,0.31,46.67,0.43,70.35,1012.6,275.0,5.36,31244
1523613600,0.32,46.67,0.42,70.6,1012.5,275.0,5.62,31660
1523613900,0.32,46.56,0.42,70.64,1012.5,274.0,5.78,31551
1523614200,0.32,46.45,0.42,70.69,1012.5,274.0,5.95,31852
1523614500,0.32,46.35,0.42,70.73,1012.4,273.0,6.11,31992
1523614800,0.32,46.24,0.42,70.77,1012.4,273.0,6.27,31836
1523615100,0.32,46.13,0.41,70.81,1012.4,272.0,6.44,32022
1523615400,0.32,46.02,0.41,70.85,1012.4,272.0,6.6,32248
1523615700,0.32,45.91,0.41,70.89,1012.3,272.0,6.76,32257
1523616000,0.32,45.8,0.41,70.94,1012.3,271.0,6.93,32490
1523616300,0.32,45.69,0.4,70.98,1012.3,271.0,7.09,32642
1523616600,0.32,45.57,0.4,71.02,1012.3,271.0,7.26,32662
1523616900,0.32,45.46,0.4,71.06,1012.2,270.0,7.42,32801
1523617200,0.32,45.34,0.4,71.1,1012.2,270.0,7.59,32101
1523617500,0.33,45.22,0.39,71.28,1012.2,271.0,7.46,33421
1523617800,0.34,45.1,0.39,71.45,1012.2,273.0,7.33,33800
1523618100,0.35,44.97,0.38,71.62,1012.3,275.0,7.21,33026
1523618400,0.36,44.84,0.38,71.8,1012.3,276.0,7.1,33054
1523618700,0.37,44.71,0.38,71.97,1012.3,278.0,6.99,32600
1523619000,0.38,44.57,0.37,72.14,1012.3,280.0,6.89,28407
1523619300,0.39,44.43,0.37,72.32,1012.3,281.0,6.8,27876
1523619600,0.4,44.28,0.36,72.49,1012.4,283.0,6.71,30857
1523619900,0.41,44.14,0.36,72.66,1012.4,285.0,6.63,32420
1523620200,0.42,43.99,0.36,72.84,1012.4,287.0,6.55,31956
1523620500,0.43,43.83,0.35,73.01,1012.4,289.0,6.49,31580
1523620800,0.44,43.67,0.35,73.18,1012.4,291.0,6.43,31322
1523621100,0.44,43.63,0.35,73.26,1012.4,291.0,6.26,31119
1523621400,0.44,43.58,0.34,73.33,1012.3,291.0,6.09,30994
1523621700,0.45,43.53,0.34,73.41,1012.2,291.0,5.92,30484
1523622000,0.45,43.48,0.34,73.48,1012.2,292.0,5.75,27717
1523622300,0.45,43.43,0.34,73.55,1012.1,292.0,5.58,30208
1523622600,0.46,43.37,0.34,73.63,1012.0,292.0,5.41,30032
1523622900,0.46,43.32,0.34,73.7,1012.0,292.0,5.24,29742
1523623200,0.47,43.27,0.34,73.78,1011.9,292.0,5.07,29737
1523623500,0.47,43.22,0.33,73.85,1011.8,293.0,4.9,28472
1523623800,0.47,43.16,0.33,73.92,1011.7,293.0,4.74,28139
1523624100,0.48,43.11,0.33,74.0,1011.7,293.0,4.57,28090
1523624400,0.48,43.06,0.33,74.07,1011.6,294.0,4.4,27091
1523624700,0.47,43.03,0.33,73.97,1011.6,292.0,4.6,26454
1523625000,0.47,43.01,0.33,73.87,1011.6,290.0,4.81,26158
1523625300,0.46,42.99,0.33,73.77,1011.6,288.0,5.03,25600
1523625600,0.45,42.97,0.33,73.67,1011.5,287.0,5.24,25301
1523625900,0.44,42.95,0.33,73.57,1011.5,286.0,5.46,25745
1523626200,0.44,42.92,0.33,73.48,1011.5,284.0,5.69,24943
1523626500,0.43,42.9,0.33,73.38,1011.5,283.0,5.91,23993
1523626800,0.42,42.88,0.34,73.28,1011.5,282.0,6.14,22895
1523627100,0.42,42.85,0.34,73.18,1011.5,281.0,6.37,22354
1523627400,0.41,42.83,0.34,73.08,1011.4,280.0,6.6,21702
1523627700,0.4,42.81,0.34,72.98,1011.4,279.0,6.83,14698
1523628000,0.39,42.78,0.34,72.88,1011.4,279.0,7.07,17809
1523628300,0.39,42.83,0.34,72.81,1011.5,280.0,6.9,20758
1523628600,0.39,42.88,0.34,72.75,1011.6,282.0,6.74,21556
1523628900,0.39,42.93,0.34,72.69,1011.7,284.0,6.59,21159
1523629200,0.39,42.98,0.34,72.62,1011.8,286.0,6.45,19679
1523629500,0.39,43.03,0.35,72.56,1011.9,288.0,6.31,18432
1523629800,0.39,43.08,0.35,72.5,1012.0,290.0,6.18,11832
1523630100,0.39,43.13,0.35,72.43,1012.1,292.0,6.07,15928
1523630400,0.39,43.18,0.35,72.37,1012.2,295.0,5.96,15268
1523630700,0.39,43.22,0.35,72.31,1012.3,297.0,5.86,13991
1523631000,0.39,43.27,0.35,72.24,1012.4,299.0,5.77,13891
1523631300,0.39,43.32,0.35,72.18,1012.6,302.0,5.69,13100
1523631600,0.39,43.36,0.36,72.12,1012.7,305.0,5.62,12746
1523631900,0.39,43.46,0.36,71.97,1012.6,306.0,5.52,10944
1523632200,0.38,43.56,0.36,71.82,1012.6,307.0,5.41,10201
1523632500,0.37,43.65,0.37,71.67,1012.5,309.0,5.31,6995
1523632800,0.36,43.75,0.37,71.53,1012.4,310.0,5.21,8851
1523633100,0.36,43.84,0.37,71.38,1012.4,311.0,5.12,8481
1523633400,0.35,43.93,0.37,71.23,1012.3,313.0,5.03,8494
1523633700,0.34,44.01,0.38,71.08,1012.3,315.0,4.94,8032
1523634000,0.33,44.1,0.38,70.93,1012.2,316.0,4.86,7681
1523634300,0.33,44.18,0.38,70.79,1012.2,318.0,4.78,5289
1523634600,0.32,44.26,0.39,70.64,1012.1,320.0,4.71,5846
1523634900,0.31,44.34,0.39,70.49,1012.1,321.0,4.63,4414
1523635200,0.3,44.42,0.39,70.34,1012.0,323.0,4.57,2884
1523635500,0.3,44.47,0.4,70.06,1012.0,324.0,4.47,3330
1523635800,0.29,44.51,0.4,69.78,1012.0,325.0,4.37,1974
1523636100,0.29,44.55,0.41,69.51,1012.1,326.0,4.27,1906
1523636400,0.28,44.58,0.41,69.23,1012.1,327.0,4.17,1771
1523636700,0.27,44.61,0.42,68.95,1012.1,328.0,4.08,1411
1523637000,0.27,44.64,0.42,68.67,1012.1,329.0,3.98,1712
1523637300,0.26,44.67,0.42,68.39,1012.1,331.0,3.89,1480
1523637600,0.26,44.69,0.43,68.11,1012.1,332.0,3.8,1386
1523637900,0.25,44.71,0.43,67.83,1012.2,333.0,3.71,1415
1523638200,0.24,44.73,0.44,67.55,1012.2,335.0,3.63,1020
1523638500,0.24,44.74,0.44,67.27,1012.2,336.0,3.54,717
1523638800,0.23,44.75,0.45,66.99,1012.2,338.0,3.46,462
1523639100,0.25,44.52,0.44,66.85,1012.3,345.0,3.48,224
1523639400,0.27,44.28,0.44,66.7,1012.4,353.0,3.56,95
1523639700,0.28,44.05,0.44,66.56,1012.4,0.0,3.7,16
1523640000,0.3,43.81,0.44,66.41,1012.5,7.0,3.9,0
1523640300,0.32,43.58,0.44,66.27,1012.6,13.0,4.14,0
1523640600,0.34,43.34,0.44,66.13,1012.7,18.0,4.42,0
1523640900,0.35,43.11,0.43,65.98,1012.8,22.0,4.73,0
1523641200,0.37,42.87,0.43,65.84,1012.8,26.0,5.06,0
1523641500,0.39,42.64,0.43,65.69,1012.9,30.0,5.42,0
1523641800,0.41,42.4,0.43,65.55,1013.0,33.0,5.8,0
1523642100,0.42,42.17,0.43,65.4,1013.1,35.0,6.19,0
1523642400,0.44,41.93,0.43,65.26,1013.2,38.0,6.59,0
1523642700,0.44,42.02,0.43,64.92,1013.2,38.0,6.15,0
1523643000,0.45,42.1,0.44,64.58,1013.1,38.0,5.71,0
1523643300,0.45,42.18,0.45,64.24,1013.1,39.0,5.27,0
1523643600,0.46,42.25,0.45,63.91,1013.1,39.0,4.83,0
1523643900,0.46,42.31,0.46,63.57,1013.1,39.0,4.4,0
1523644200,0.47,42.37,0.46,63.23,1013.1,40.0,3.96,0
1523644500,0.47,42.43,0.47,62.89,1013.1,40.0,3.52,0
1523644800,0.48,42.48,0.48,62.56,1013.1,41.0,3.08,0
1523645100,0.48,42.52,0.48,62.22,1013.1,42.0,2.65,0
1523645400,0.49,42.56,0.49,61.88,1013.1,44.0,2.21,0
1523645700,0.49,42.59,0.5,61.54,1013.1,46.0,1.78,0
1523646000,0.5,42.62,0.5,61.2,1013.1,49.0,1.35,0
1523646300,0.5,42.57,0.51,61.07,1013.1,46.0,1.31,0
1523646600,0.5,42.52,0.51,60.93,1013.1,41.0,1.27,0
1523646900,0.5,42.47,0.51,60.8,1013.1,37.0,1.25,0
1523647200,0.5,42.43,0.51,60.66,1013.2,32.0,1.22,0
1523647500,0.5,42.38,0.51,60.53,1013.2,27.0,1.21,0
1523647800,0.5,42.33,0.51,60.39,1013.2,23.0,1.21,0
1523648100,0.5,42.28,0.51,60.26,1013.2,18.0,1.21,0
1523648400,0.5,42.23,0.52,60.12,1013.2,13.0,1.22,0
1523648700,0.5,42.18,0.52,59.99,1013.2,8.0,1.25,0
1523649000,0.5,42.13,0.52,59.85,1013.3,4.0,1.27,0
1523649300,0.5,42.08,0.52,59.72,1013.3,0.0,1.31,0
1523649600,0.5,42.03,0.52,59.58,1013.3,356.0,1.35,0
1523649900,0.49,42.07,0.53,59.37,1013.4,359.0,1.44,0
1523650200,0.48,42.11,0.53,59.15,1013.5,2.0,1.53,0
1523650500,0.47,42.15,0.54,58.94,1013.6,4.0,1.62,0
1523650800,0.46,42.18,0.54,58.72,1013.7,7.0,1.72,0
1523651100,0.45,42.21,0.55,58.5,1013.8,9.0,1.82,0
1523651400,0.44,42.24,0.55,58.29,1013.9,10.0,1.92,0
1523651700,0.43,42.27,0.56,58.07,1013.9,12.0,2.02,0
1523652000,0.42,42.3,0.56,57.85,1014.0,13.0,2.12,0
1523652300,0.41,42.32,0.57,57.64,1014.1,15.0,2.23,0
1523652600,0.4,42.34,0.57,57.42,1014.2,16.0,2.34,0
1523652900,0.39,42.36,0.58,57.21,1014.3,17.0,2.44,0
1523653200,0.38,42.38,0.58,56.99,1014.4,18.0,2.55,0
1523653500,0.39,42.37,0.59,56.7,1014.4,19.0,2.51,0
1523653800,0.41,42.36,0.59,56.41,1014.3,20.0,2.48,0
1523654100,0.42,42.35,0.6,56.12,1014.3,22.0,2.44,0
1523654400,0.44,42.33,0.6,55.83,1014.3,23.0,2.41,0
1523654700,0.46,42.31,0.61,55.54,1014.2,24.0,2.37,0
1523655000,0.47,42.29,0.62,55.25,1014.2,25.0,2.34,0
1523655300,0.49,42.27,0.62,54.97,1014.2,27.0,2.31,0
1523655600,0.51,42.24,0.63,54.68,1014.1,28.0,2.28,0
1523655900,0.52,42.21,0.63,54.39,1014.1,29.0,2.25,0
1523656200,0.54,42.18,0.64,54.1,1014.1,31.0,2.23,0
1523656500,0.56,42.14,0.65,53.81,1014.1,32.0,2.2,0
1523656800,0.57,42.1,0.65,53.52,1014.0,34.0,2.18,0
1523657100,0.57,42.12,0.66,53.29,1014.0,32.0,2.26,0
1523657400,0.57,42.14,0.66,53.06,1014.0,30.0,2.34,0
1523657700,0.57,42.16,0.67,52.83,1014.0,29.0,2.43,0
1523658000,0.57,42.17,0.68,52.61,1014.1,27.0,2.52,0
1523658300,0.57,42.18,0.68,52.38,1014.1,26.0,2.61,0
1523658600,0.57,42.19,0.69,52.15,1014.1,25.0,2.7,0
1523658900,0.57,42.2,0.69,51.92,1014.1,24.0,2.8,0
1523659200,0.57,42.2,0.7,51.69,1014.1,23.0,2.89,0
1523659500,0.57,42.2,0.71,51.47,1014.1,21.0,2.98,0
1523659800,0.57,42.2,0.71,51.24,1014.1,21.0,3.08,0
1523660100,0.57,42.2,0.72,51.01,1014.1,20.0,3.18,0
1523660400,0.57,42.2,0.72,50.78,1014.1,19.0,3.27,0
1523660700,0.57,42.12,0.72,50.72,1014.2,19.0,3.01,0
1523661000,0.57,42.05,0.72,50.66,1014.3,20.0,2.76,0
1523661300,0.57,41.97,0.72,50.6,1014.4,20.0,2.5,0
1523661600,0.57,41.89,0.72,50.53,1014.5,21.0,2.24,0
1523661900,0.57,41.82,0.72,50.47,1014.6,22.0,1.98,0
1523662200,0.57,41.74,0.72,50.41,1014.7,23.0,1.72,0
1523662500,0.57,41.67,0.72,50.35,1014.8,25.0,1.47,0
1523662800,0.57,41.59,0.72,50.29,1014.9,28.0,1.21,0
1523663100,0.57,41.52,0.72,50.23,1015.0,31.0,0.96,0
1523663400,0.57,41.44,0.72,50.16,1015.1,38.0,0.72,0
1523663700,0.57,41.36,0.72,50.1,1015.2,50.0,0.49,0
1523664000,0.57,41.29,0.72,50.04,1015.3,80.0,0.32,0
1523664300,0.57,41.22,0.72,49.88,1015.2,64.0,0.37,0
1523664600,0.57,41.16,0.72,49.72,1015.2,52.0,0.44,0
1523664900,0.57,41.09,0.72,49.56,1015.1,44.0,0.52,0
1523665200,0.57,41.02,0.73,49.4,1015.1,38.0,0.6,0
1523665500,0.57,40.95,0.73,49.24,1015.0,33.0,0.7,0
1523665800,0.57,40.89,0.73,49.08,1015.0,30.0,0.79,0
1523666100,0.57,40.82,0.73,48.92,1014.9,27.0,0.89,0
1523666400,0.57,40.75,0.74,48.76,1014.8,25.0,0.99,0
1523666700,0.57,40.68,0.74,48.6,1014.8,23.0,1.09,0
1523667000,0.57,40.61,0.74,48.44,1014.7,22.0,1.19,0
1523667300,0.57,40.54,0.74,48.28,1014.7,21.0,1.3,0
1523667600,0.57,40.47,0.75,48.12,1014.6,20.0,1.4,0
1523667900,0.57,40.46,0.75,48.04,1014.6,21.0,1.32,0
1523668200,0.57,40.46,0.75,47.96,1014.7,23.0,1.23,0
1523668500,0.57,40.45,0.75,47.89,1014.7,24.0,1.15,0
1523668800,0.57,40.44,0.75,47.81,1014.7,26.0,1.07,0
1523669100,0.57,40.44,0.76,47.73,1014.8,28.0,1.0,0
1523669400,0.57,40.43,0.76,47.66,1014.8,31.0,0.92,0
1523669700,0.57,40.42,0.76,47.58,1014.8,34.0,0.85,0
1523670000,0.57,40.42,0.76,47.5,1014.9,37.0,0.77,0
1523670300,0.57,40.41,0.76,47.43,1014.9,41.0,0.71,0
1523670600,0.57,40.4,0.77,47.35,1014.9,46.0,0.64,0
1523670900,0.57,40.39,0.77,47.27,1015.0,53.0,0.59,0
1523671200,0.57,40.39,0.77,47.2,1015.0,60.0,0.54,0
1523671500,0.57,40.35,0.77,47.06,1015.1,61.0,0.5,0
1523671800,0.57,40.31,0.78,46.92,1015.3,61.0,0.46,0
1523672100,0.57,40.28,0.78,46.78,1015.4,62.0,0.43,0
1523672400,0.57,40.24,0.78,46.64,1015.5,63.0,0.39,0
1523672700,0.57,40.2,0.79,46.5,1015.6,64.0,0.35,0
1523673000,0.57,40.16,0.79,46.36,1015.8,65.0,0.32,0
1523673300,0.57,40.13,0.79,46.22,1015.9,67.0,0.28,0
1523673600,0.57,40.09,0.79,46.08,1016.0,69.0,0.25,0
1523673900,0.57,40.05,0.8,45.94,1016.1,72.0,0.21,0
1523674200,0.57,40.01,0.8,45.8,1016.3,75.0,0.18,0
1523674500,0.57,39.97,0.8,45.66,1016.4,81.0,0.14,0
1523674800,0.57,39.93,0.81,45.52,1016.5,90.0,0.11,0
1523675100,0.57,39.93,0.81,45.44,1016.5,80.0,0.1,0
1523675400,0.58,39.93,0.81,45.35,1016.5,70.0,0.1,0
1523675700,0.58,39.93,0.81,45.27,1016.4,58.0,0.1,0
1523676000,0.58,39.93,0.82,45.19,1016.4,47.0,0.1,0
1523676300,0.58,39.93,0.82,45.1,1016.4,37.0,0.11,0
1523676600,0.58,39.93,0.82,45.02,1016.4,28.0,0.12,0
1523676900,0.58,39.93,0.82,44.94,1016.3,21.0,0.13,0
1523677200,0.58,39.93,0.83,44.85,1016.3,15.0,0.14,0
1523677500,0.58,39.93,0.83,44.77,1016.3,10.0,0.16,0
1523677800,0.58,39.93,0.83,44.69,1016.3,6.0,0.17,0
1523678100,0.58,39.93,0.84,44.6,1016.2,3.0,0.19,0
1523678400,0.58,39.93,0.84,44.52,1016.2,0.0,0.21,0
1523678700,0.58,40.23,0.83,45.19,1016.2,16.0,0.21,0
1523679000,0.58,40.53,0.82,45.85,1016.2,31.0,0.23,0
1523679300,0.58,40.81,0.8,46.52,1016.2,43.0,0.26,0
1523679600,0.58,41.09,0.79,47.19,1016.2,52.0,0.3,0
1523679900,0.58,41.37,0.78,47.86,1016.2,59.0,0.35,0
1523680200,0.58,41.64,0.77,48.52,1016.1,65.0,0.4,63
1523680500,0.58,41.9,0.76,49.19,1016.1,69.0,0.45,294
1523680800,0.58,42.15,0.75,49.86,1016.1,72.0,0.5,425
1523681100,0.58,42.39,0.74,50.53,1016.1,74.0,0.56,687
1523681400,0.58,42.63,0.72,51.19,1016.1,76.0,0.61,1063
1523681700,0.58,42.86,0.71,51.86,1016.1,78.0,0.67,1437
1523682000,0.58,43.08,0.7,52.53,1016.1,80.0,0.73,1845
1523682300,0.58,43.17,0.69,52.87,1016.2,75.0,0.61,2334
1523682600,0.58,43.25,0.69,53.2,1016.2,68.0,0.5,2902
1523682900,0.58,43.34,0.68,53.54,1016.3,57.0,0.4,3410
1523683200,0.58,43.42,0.68,53.88,1016.4,41.0,0.32,3997
1523683500,0.58,43.5,0.67,54.21,1016.5,18.0,0.29,4615
1523683800,0.58,43.57,0.66,54.55,1016.5,353.0,0.3,5228
1523684100,0.58,43.65,0.66,54.89,1016.6,333.0,0.37,5888
1523684400,0.59,43.72,0.65,55.22,1016.7,321.0,0.46,6598
1523684700,0.59,43.79,0.65,55.56,1016.7,313.0,0.57,7294
1523685000,0.59,43.85,0.64,55.9,1016.8,307.0,0.68,8046
1523685300,0.59,43.91,0.63,56.23,1016.9,303.0,0.8,8776
1523685600,0.59,43.97,0.63,56.57,1017.0,301.0,0.92,9539
1523685900,0.59,44.05,0.61,57.18,1016.9,343.0,0.98,10198
1523686200,0.59,44.12,0.6,57.79,1016.8,9.0,1.43,10758
1523686500,0.59,44.18,0.59,58.4,1016.7,21.0,2.01,11369
1523686800,0.59,44.22,0.58,59.01,1016.6,27.0,2.65,12002
1523687100,0.59,44.25,0.57,59.62,1016.5,31.0,3.3,12713
1523687400,0.59,44.27,0.56,60.23,1016.4,34.0,3.97,13483
1523687700,0.59,44.28,0.54,60.84,1016.4,36.0,4.64,14159
1523688000,0.59,44.27,0.53,61.45,1016.3,37.0,5.32,14797
1523688300,0.59,44.25,0.52,62.06,1016.2,38.0,6.0,15487
1523688600,0.59,44.21,0.51,62.67,1016.1,39.0,6.68,16186
1523688900,0.59,44.16,0.5,63.28,1016.0,40.0,7.36,16881
1523689200,0.59,44.09,0.49,63.89,1015.9,41.0,8.05,17489
1523689500,0.6,43.99,0.48,64.15,1015.9,40.0,7.66,18184
1523689800,0.6,43.89,0.47,64.41,1015.9,39.0,7.28,18764
1523690100,0.6,43.79,0.47,64.66,1015.9,39.0,6.9,19455
1523690400,0.6,43.68,0.46,64.92,1015.9,38.0,6.52,20015
1523690700,0.6,43.57,0.45,65.18,1015.8,37.0,6.14,20652
1523691000,0.6,43.45,0.45,65.44,1015.8,37.0,5.77,21271
1523691300,0.6,43.32,0.44,65.7,1015.8,36.0,5.39,21918
1523691600,0.6,43.19,0.44,65.96,1015.8,35.0,5.02,22528
1523691900,0.6,43.06,0.43,66.22,1015.8,33.0,4.64,23049
1523692200,0.6,42.92,0.42,66.47,1015.8,32.0,4.28,23541
1523692500,0.6,42.77,0.42,66.73,1015.7,30.0,3.91,23913
1523692800,0.61,42.62,0.41,66.99,1015.7,28.0,3.55,24374
1523693100,0.57,42.58,0.41,67.27,1015.8,27.0,3.46,24793
1523693400,0.54,42.54,0.4,67.55,1015.9,27.0,3.37,25338
1523693700,0.51,42.49,0.4,67.82,1015.9,26.0,3.29,25755
1523694000,0.48,42.44,0.39,68.1,1016.0,26.0,3.2,26355
1523694300,0.45,42.39,0.39,68.38,1016.0,25.0,3.11,26761
1523694600,0.42,42.33,0.38,68.66,1016.1,25.0,3.03,27076
1523694900,0.39,42.27,0.38,68.93,1016.2,24.0,2.94,27398
1523695200,0.36,42.2,0.38,69.21,1016.2,24.0,2.85,27769
1523695500,0.33,42.13,0.37,69.49,1016.3,23.0,2.77,28195
1523695800,0.29,42.06,0.37,69.77,1016.4,23.0,2.68,28566
1523696100,0.26,41.98,0.36,70.04,1016.4,22.0,2.6,28869
1523696400,0.23,41.89,0.36,70.32,1016.5,21.0,2.51,29153
1523696700,0.23,41.94,0.36,70.47,1016.4,16.0,2.48,29236
1523697000,0.23,41.99,0.35,70.62,1016.3,11.0,2.47,29543
1523697300,0.23,42.03,0.35,70.77,1016.1,6.0,2.48,29836
1523697600,0.23,42.08,0.35,70.92,1016.0,1.0,2.51,30154
1523697900,0.23,42.12,0.35,71.07,1015.9,356.0,2.56,30317
1523698200,0.23,42.17,0.35,71.22,1015.8,351.0,2.62,30290
1523698500,0.23,42.21,0.35,71.37,1015.7,346.0,2.71,30443
1523698800,0.23,42.26,0.35,71.52,1015.6,342.0,2.81,30838
1523699100,0.23,42.3,0.35,71.68,1015.4,338.0,2.92,30977
1523699400,0.23,42.35,0.35,71.83,1015.3,335.0,3.05,31165
1523699700,0.23,42.39,0.34,71.98,1015.2,331.0,3.18,31408
1523700000,0.23,42.43,0.34,72.13,1015.1,329.0,3.33,31405
1523700300,0.25,42.28,0.34,72.15,1015.1,332.0,3.42,31719
1523700600,0.26,42.12,0.34,72.17,1015.0,335.0,3.53,32893
1523700900,0.27,41.96,0.34,72.19,1015.0,338.0,3.64,32975
1523701200,0.29,41.8,0.33,72.21,1015.0,341.0,3.77,32871
1523701500,0.3,41.63,0.33,72.23,1014.9,344.0,3.9,30825
1523701800,0.31,41.47,0.33,72.25,1014.9,346.0,4.04,31333
1523702100,0.33,41.31,0.33,72.27,1014.9,348.0,4.19,30755
1523702400,0.34,41.14,0.32,72.29,1014.8,351.0,4.34,32447
1523702700,0.35,40.98,0.32,72.31,1014.8,353.0,4.5,19528
1523703000,0.37,40.81,0.32,72.34,1014.8,354.0,4.66,21474
1523703300,0.38,40.64,0.32,72.36,1014.7,356.0,4.83,24434
1523703600,0.39,40.47,0.32,72.38,1014.7,358.0,5.0,25631
1523703900,0.39,40.33,0.31,72.53,1014.8,358.0,4.58,33363
1523704200,0.39,40.2,0.31,72.69,1014.8,358.0,4.17,32348
1523704500,0.39,40.06,0.31,72.85,1014.8,357.0,3.75,32710
1523704800,0.39,39.91,0.3,73.01,1014.9,357.0,3.33,32242
1523705100,0.39,39.77,0.3,73.16,1014.9,357.0,2.91,32256
1523705400,0.39,39.62,0.3,73.32,1015.0,357.0,2.49,32216
1523705700,0.39,39.47,0.29,73.48,1015.0,356.0,2.07,32755
1523706000,0.39,39.31,0.29,73.64,1015.1,356.0,1.65,14372
1523706300,0.39,39.15,0.29,73.79,1015.1,355.0,1.24,16912
1523706600,0.39,38.99,0.28,73.95,1015.2,353.0,0.82,8187
1523706900,0.39,38.82,0.28,74.11,1015.2,347.0,0.4,8286
1523707200,0.39,38.65,0.28,74.27,1015.3,252.0,0.08,28126
1523707500,0.39,38.73,0.28,74.24,1015.2,306.0,0.13,31590
1523707800,0.39,38.8,0.28,74.21,1015.1,324.0,0.21,30929
1523708100,0.39,38.87,0.28,74.18,1015.1,332.0,0.31,23143
1523708400,0.39,38.94,0.28,74.15,1015.0,336.0,0.41,17066
1523708700,0.39,39.01,0.28,74.12,1014.9,338.0,0.51,25767
1523709000,0.39,39.08,0.28,74.09,1014.9,340.0,0.61,29175
1523709300,0.39,39.15,0.28,74.06,1014.8,341.0,0.71,28995
1523709600,0.39,39.21,0.28,74.04,1014.8,342.0,0.81,28476
1523709900,0.39,39.28,0.29,74.01,1014.7,342.0,0.91,28185
1523710200,0.39,39.35,0.29,73.98,1014.6,343.0,1.01,28565
1523710500,0.39,39.42,0.29,73.95,1014.6,343.0,1.11,28155
1523710800,0.39,39.49,0.29,73.92,1014.5,344.0,1.21,27923
1523711100,0.42,39.57,0.29,73.79,1014.5,3.0,1.45,27757
1523711400,0.44,39.66,0.29,73.66,1014.5,16.0,1.81,27682
1523711700,0.46,39.75,0.29,73.53,1014.5,24.0,2.22,27655
1523712000,0.48,39.83,0.3,73.4,1014.6,30.0,2.67,27439
1523712300,0.5,39.91,0.3,73.28,1014.6,34.0,3.14,26460
1523712600,0.53,40.0,0.3,73.15,1014.6,37.0,3.61,25194
1523712900,0.55,40.08,0.3,73.02,1014.6,39.0,4.1,24430
1523713200,0.57,40.15,0.31,72.89,1014.6,41.0,4.59,24082
1523713500,0.59,40.23,0.31,72.76,1014.6,43.0,5.08,24124
1523713800,0.61,40.31,0.31,72.63,1014.6,44.0,5.58,23795
1523714100,0.64,40.38,0.31,72.5,1014.6,45.0,6.08,23514
1523714400,0.66,40.45,0.32,72.37,1014.6,46.0,6.57,22638
1523714700,0.66,40.74,0.32,72.08,1014.7,46.0,6.78,21514
1523715000,0.66,41.02,0.33,71.79,1014.9,47.0,6.99,20248
1523715300,0.67,41.28,0.34,71.5,1015.0,47.0,7.19,19545
1523715600,0.67,41.53,0.34,71.21,1015.1,48.0,7.4,19080
1523715900,0.67,41.78,0.35,70.91,1015.2,48.0,7.61,18130
1523716200,0.67,42.01,0.36,70.62,1015.3,49.0,7.82,10347
1523716500,0.68,42.24,0.36,70.33,1015.4,49.0,8.02,7276
1523716800,0.68,42.46,0.37,70.04,1015.6,49.0,8.23,4400
1523717100,0.68,42.67,0.38,69.75,1015.7,50.0,8.44,3388
1523717400,0.68,42.87,0.38,69.46,1015.8,50.0,8.65,3005
1523717700,0.69,43.06,0.39,69.17,1015.9,51.0,8.86,3210
1523718000,0.69,43.24,0.4,68.87,1016.0,51.0,9.07,3241
1523718300,0.67,43.41,0.4,68.76,1016.0,52.0,8.58,4352
1523718600,0.66,43.58,0.4,68.64,1016.0,53.0,8.09,4347
1523718900,0.64,43.74,0.41,68.53,1016.0,54.0,7.6,2862
1523719200,0.62,43.9,0.41,68.41,1016.0,55.0,7.11,1991
1523719500,0.6,44.06,0.42,68.3,1016.0,57.0,6.63,1838
1523719800,0.59,44.22,0.42,68.18,1015.9,59.0,6.16,2051
1523720100,0.57,44.37,0.42,68.07,1015.9,61.0,5.69,2712
1523720400,0.55,44.52,0.43,67.95,1015.9,63.0,5.23,3150
1523720700,0.53,44.67,0.43,67.84,1015.9,66.0,4.78,2897
1523721000,0.52,44.82,0.44,67.72,1015.9,69.0,4.35,3096
1523721300,0.5,44.96,0.44,67.61,1015.8,74.0,3.93,2906
1523721600,0.48,45.1,0.44,67.49,1015.8,79.0,3.55,2999
1523721900,0.48,44.91,0.44,67.33,1015.8,79.0,3.63,3720
